round,well,condition_id,ligand_id,metal,base,solvent,source_catalyst_plate,source_base_plate,source_solvent_plate,substrate_uL,catalyst_ligand_premix_uL,base_uL,makeup_solvent_uL,total_uL,substrate_stock_mM,catalyst_metal_equivalent_mM,ligand_stock_mM,base_stock_mM,simulated_substrate_nmol,source_premix_load_uL,source_base_load_uL,source_solvent_load_uL,predicted_yield_pct,predicted_ee_abs_pct,chemistry_approved,provenance
3,E3,5475,L29,[Ir(COD)Cl]2,DBU,DMF,E3,E3,E3,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.23862353568342,94.5878560620423,False,simulation_plan
3,F3,7939,L42,[Rh(COD)Cl]2,DBU,DMF,F3,F3,F3,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.45360160384945,95.06061272263429,False,simulation_plan
3,G3,6466,L34,[Ru(p-cymene)Cl2]2,DBU,toluene,G3,G3,G3,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.94353029550372,95.05807853251648,False,simulation_plan
3,H3,6403,L34,[Rh(COD)Cl]2,DBU,DMF,H3,H3,H3,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.51162178158468,96.87624999778477,False,simulation_plan
3,A4,6018,L32,[Rh(COD)Cl]2,DBU,toluene,A4,A4,A4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.70382049810858,95.89544888056349,False,simulation_plan
3,B4,7976,L42,[Ir(COD)Cl]2,triethylamine,ethanol,B4,B4,B4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,95.08102577597151,94.65170002633052,False,simulation_plan
3,C4,7744,L41,[Rh(COD)Cl]2,DBU,ethanol,C4,C4,C4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.9802231430558,95.77703472571959,False,simulation_plan
3,D4,7563,L40,[Rh(COD)Cl]2,triethylamine,DMF,D4,D4,D4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.81619226536793,93.33906705216697,False,simulation_plan
3,E4,8712,L46,[Rh(COD)Cl]2,triethylamine,ethanol,E4,E4,E4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,95.12689646934557,95.24377712125722,False,simulation_plan
3,F4,3368,L18,[Ir(COD)Cl]2,triethylamine,ethanol,F4,F4,F4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,95.12783575802766,94.40698134977494,False,simulation_plan
3,G4,3937,L21,[Ir(COD)Cl]2,DBU,acetonitrile,G4,G4,G4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,91.32311542384201,91.63976858243457,False,simulation_plan
3,H4,6419,L34,[Rh(COD)Cl]2,DABCO,DMF,H4,H4,H4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.39043820879795,95.14184221215588,False,simulation_plan
3,A5,5409,L29,Cu(OAc)2,DBU,acetonitrile,A5,A5,A5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.18425586638445,94.86166904488238,False,simulation_plan
3,B5,5608,L30,Cu(OAc)2,triethylamine,ethanol,B5,B5,B5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.38536577908411,95.11303232376054,False,simulation_plan
3,C5,6416,L34,[Rh(COD)Cl]2,DABCO,ethanol,C5,C5,C5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.78652696284169,97.2669978351505,False,simulation_plan
3,D5,6184,L33,Cu(OAc)2,triethylamine,ethanol,D5,D5,D5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,90.55743438540604,93.53134385847247,False,simulation_plan
3,E5,5572,L30,CuI,DIPEA,ethanol,E5,E5,E5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.44327015219793,95.03489633146448,False,simulation_plan
3,F5,5376,L29,CuI,DBU,ethanol,F5,F5,F5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.89557897337471,95.59356215149796,False,simulation_plan
3,G5,7400,L39,[Ir(COD)Cl]2,triethylamine,ethanol,G5,G5,G5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.02395714445302,92.72478103946398,False,simulation_plan
3,H5,8331,L44,[Rh(COD)Cl]2,triethylamine,DMF,H5,H5,H5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.28304198162793,93.98763188512062,False,simulation_plan
3,A6,4675,L25,[Rh(COD)Cl]2,DBU,DMF,A6,A6,A6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.27700580608001,95.82049950250968,False,simulation_plan
3,B6,8744,L46,[Ir(COD)Cl]2,triethylamine,ethanol,B6,B6,B6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.81373390174628,93.16151632111807,False,simulation_plan
3,C6,5676,L30,[Ir(COD)Cl]2,pyridine,ethanol,C6,C6,C6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,90.3228185756519,92.93858891561678,False,simulation_plan
3,D6,5506,L29,[Ru(p-cymene)Cl2]2,DBU,toluene,D6,D6,D6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,95.11364299596264,96.17247391753547,False,simulation_plan
3,E6,5644,L30,[Rh(COD)Cl]2,pyridine,ethanol,E6,E6,E6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.86794800304885,97.05905948026707,False,simulation_plan
3,F6,6082,L32,[Ru(p-cymene)Cl2]2,DBU,toluene,F6,F6,F6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.6498557909301,94.43586557415311,False,simulation_plan
3,G6,5380,L29,CuI,DIPEA,ethanol,G6,G6,G6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.2495313920223,95.08484822385522,False,simulation_plan
3,H6,6467,L34,[Ru(p-cymene)Cl2]2,DBU,DMF,H6,H6,H6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.65205842423217,95.24899511645114,False,simulation_plan
3,A7,5058,L27,[Rh(COD)Cl]2,DBU,toluene,A7,A7,A7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.8492313863448,96.75464137318971,False,simulation_plan
3,B7,7945,L42,[Rh(COD)Cl]2,triethylamine,acetonitrile,B7,B7,B7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.59186436060936,94.61124268618046,False,simulation_plan
3,C7,7552,L40,[Rh(COD)Cl]2,DBU,ethanol,C7,C7,C7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,95.21695034846597,95.45320514280554,False,simulation_plan
3,D7,7776,L41,[Ir(COD)Cl]2,DBU,ethanol,D7,D7,D7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.22180059057344,93.30768375959052,False,simulation_plan
3,E7,5510,L29,[Ru(p-cymene)Cl2]2,DIPEA,toluene,E7,E7,E7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.29616877008733,93.99628480874598,False,simulation_plan
3,F7,7752,L41,[Rh(COD)Cl]2,triethylamine,ethanol,F7,F7,F7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.69862175999762,95.76641145534981,False,simulation_plan
3,G7,5836,L31,[Rh(COD)Cl]2,pyridine,ethanol,G7,G7,G7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.4482734193847,96.81548019503587,False,simulation_plan
3,H7,5416,L29,Cu(OAc)2,triethylamine,ethanol,H7,H7,H7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.40772409177444,95.21786773845866,False,simulation_plan
3,A8,7616,L40,[Ru(p-cymene)Cl2]2,DBU,ethanol,A8,A8,A8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.80237978281767,93.36595550712066,False,simulation_plan
3,B8,3374,L18,[Ir(COD)Cl]2,pyridine,toluene,B8,B8,B8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,78.67176835333805,75.77195805526414,False,simulation_plan
3,C8,2786,L15,[Ir(COD)Cl]2,DBU,toluene,C8,C8,C8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,91.1667846532903,88.8751944823298,False,simulation_plan
3,D8,2978,L16,[Ir(COD)Cl]2,DBU,toluene,D8,D8,D8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,91.17768236394106,88.73276595881742,False,simulation_plan
3,E8,462,L03,[Rh(COD)Cl]2,pyridine,toluene,E8,E8,E8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,75.42422431662453,74.13591671816877,False,simulation_plan
3,F8,3362,L18,[Ir(COD)Cl]2,DBU,toluene,F8,F8,F8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.42871010713631,89.03853663148304,False,simulation_plan
3,G8,8489,L45,Cu(OAc)2,triethylamine,acetonitrile,G8,G8,G8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,87.32996789720895,87.04615379145501,False,simulation_plan
3,H8,545,L03,Pd(OAc)2,DBU,acetonitrile,H8,H8,H8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,73.88256988089377,74.77876385007254,False,simulation_plan
3,A9,2638,L14,[Ru(p-cymene)Cl2]2,pyridine,toluene,A9,A9,A9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,66.44334531619795,64.00741904750689,False,simulation_plan
3,B9,3170,L17,[Ir(COD)Cl]2,DBU,toluene,B9,B9,B9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.67903269993923,90.88574849614876,False,simulation_plan
3,C9,2787,L15,[Ir(COD)Cl]2,DBU,DMF,C9,C9,C9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,90.17790672069772,90.75407510512676,False,simulation_plan
3,D9,79,L01,[Rh(COD)Cl]2,pyridine,DMF,D9,D9,D9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,74.39638412177072,75.47377913566704,False,simulation_plan
3,E9,2976,L16,[Ir(COD)Cl]2,DBU,ethanol,E9,E9,E9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.84726512619808,94.04225579216292,False,simulation_plan
3,F9,3040,L16,Pd(OAc)2,DBU,ethanol,F9,F9,F9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,78.93741687175063,79.98631341067959,False,simulation_plan
3,G9,7528,L40,Cu(OAc)2,triethylamine,ethanol,G9,G9,G9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,90.37135399702372,89.85643191185821,False,simulation_plan
3,H9,8289,L44,Cu(OAc)2,DBU,acetonitrile,H9,H9,H9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,88.17609063992582,88.07953597306873,False,simulation_plan
3,A10,1581,L09,Cu(OAc)2,pyridine,acetonitrile,A10,A10,A10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,71.44325565016867,72.02737884285142,False,simulation_plan
3,B10,66,L01,[Rh(COD)Cl]2,DBU,toluene,B10,B10,B10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,81.2168818038371,79.42244229073192,False,simulation_plan
3,C10,1569,L09,Cu(OAc)2,DBU,acetonitrile,C10,C10,C10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,81.63798485854572,81.12153222265454,False,simulation_plan
3,D10,873,L05,[Ir(COD)Cl]2,triethylamine,acetonitrile,D10,D10,D10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,84.60900540619838,85.1251669931936,False,simulation_plan
3,E10,112,L01,[Ir(COD)Cl]2,DABCO,ethanol,E10,E10,E10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,78.03240495250505,78.9757641663636,False,simulation_plan
3,F10,489,L03,[Ir(COD)Cl]2,triethylamine,acetonitrile,F10,F10,F10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,84.55516282538804,84.96494793380481,False,simulation_plan
3,G10,7785,L41,[Ir(COD)Cl]2,triethylamine,acetonitrile,G10,G10,G10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,90.76428668369734,91.22878566512269,False,simulation_plan
3,H10,3184,L17,[Ir(COD)Cl]2,DABCO,ethanol,H10,H10,H10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.80904862936568,92.26550957780057,False,simulation_plan
3,A11,8839,L47,CuI,DIPEA,DMF,A11,A11,A11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,74.36907267999823,74.24252539769475,False,simulation_plan
3,B11,874,L05,[Ir(COD)Cl]2,triethylamine,toluene,B11,B11,B11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,80.9090343427814,78.61469279311855,False,simulation_plan
3,C11,13,L01,CuI,pyridine,acetonitrile,C11,C11,C11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,65.42658482743195,67.41002210056172,False,simulation_plan
3,D11,3376,L18,[Ir(COD)Cl]2,DABCO,ethanol,D11,D11,D11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,91.3536091027972,90.26476953484129,False,simulation_plan
3,E11,7777,L41,[Ir(COD)Cl]2,DBU,acetonitrile,E11,E11,E11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,90.22633927827754,91.27291261502242,False,simulation_plan
3,F11,1774,L10,Cu(OAc)2,pyridine,toluene,F11,F11,F11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,67.5064840052556,65.12710487591386,False,simulation_plan
3,G11,3568,L19,[Ir(COD)Cl]2,DABCO,ethanol,G11,G11,G11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,90.3979395561509,90.11454020829262,False,simulation_plan
3,H11,7587,L40,[Ir(COD)Cl]2,DBU,DMF,H11,H11,H11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,90.86951911581875,89.94443713645518,False,simulation_plan
3,A12,2920,L16,Cu(OAc)2,triethylamine,ethanol,A12,A12,A12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,82.04164237072305,81.92138753042059,False,simulation_plan
3,B12,969,L06,CuI,triethylamine,acetonitrile,B12,B12,B12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,79.51433246211276,79.89816814336876,False,simulation_plan
3,C12,1380,L08,Cu(OAc)2,DIPEA,ethanol,C12,C12,C12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,77.26388774616233,77.43410831063763,False,simulation_plan
3,D12,5807,L31,Cu(OAc)2,pyridine,DMF,D12,D12,D12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,83.15169932556067,87.04175019880266,False,simulation_plan
3,E12,7912,L42,Cu(OAc)2,triethylamine,ethanol,E12,E12,E12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,91.06500894699953,91.08186483188659,False,simulation_plan
3,F12,1450,L08,[Ir(COD)Cl]2,triethylamine,toluene,F12,F12,F12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,78.96324493682111,76.55008301718736,False,simulation_plan
3,G12,2979,L16,[Ir(COD)Cl]2,DBU,DMF,G12,G12,G12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,89.94891784451252,90.30366791587375,False,simulation_plan
3,H12,7592,L40,[Ir(COD)Cl]2,triethylamine,ethanol,H12,H12,H12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.24518123070348,93.37147502060155,False,simulation_plan
