scenario,time_h,S,P2,P4,P6,D,relay,theta,evidence_layer
surface_on,5.050000000000001,0.025700367193662286,0.5378648650107706,0.2872687347216617,0.031143002329510706,0.1180230307443947,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.1000000000000005,0.0247854126302054,0.5377478877282383,0.28720625821849105,0.031143409185768495,0.11911703223729671,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.15,0.023903031205255044,0.5376113004755051,0.2871333082085086,0.031142692988519915,0.12020966712221143,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.2,0.023052063300920876,0.5374558310752026,0.28705027341516515,0.03114089482696043,0.12130093738175116,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.25,0.02223139056876159,0.5372821814105148,0.2869575287078887,0.031138054326861852,0.12239084498597318,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.300000000000001,0.021439934465046027,0.5370910283458702,0.28685543559381715,0.031134209702513415,0.12347939189275337,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.3500000000000005,0.020676654868233748,0.5368830245959515,0.2867443426819287,0.031129397805747232,0.12456658004813885,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.4,0.019940548659608433,0.5366587996178678,0.2866245861595431,0.031123654176270447,0.12565241138671038,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.45,0.01923064844553069,0.5364189604143076,0.28649649022127804,0.031117013086975356,0.1267368878319084,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.5,0.018546021279666217,0.536164092336709,0.28636036749801513,0.031109507589250435,0.1278200112963593,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.550000000000001,0.017885767406629276,0.5358947598749668,0.28621651947867555,0.031101169557531984,0.12890178368219643,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.6000000000000005,0.017249019126600193,0.5356115073711006,0.2860652368913834,0.03109202972956586,0.12998220688135,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.65,0.01663493962018442,0.5353148597579127,0.2859068000979762,0.031082117748079122,0.1310612827758476,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.7,0.01604272185240184,0.5350053232479076,0.2857414794619507,0.031071462199645627,0.13213901323809424,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.75,0.015471587538197837,0.5346833859835406,0.2855695356957547,0.031060090651369995,0.13321540013113695,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.800000000000001,0.014920786080382987,0.5343495187047966,0.2853912202173346,0.03104802968854929,0.13429044530893658,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.8500000000000005,0.014389593613541399,0.5340041753501608,0.2852067754711087,0.031035304948576956,0.13536415061661225,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.9,0.013877312047920563,0.5336477936576002,0.2850164352489456,0.031021941154847413,0.13643651789068634,1.0,0.5,synthetic_hypothetical_ODE
surface_on,5.95,0.013383268129345564,0.5332807957554729,0.284820425005764,0.03100796215009237,0.13750754895932515,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.0,0.012906812589653692,0.5329035886965396,0.2846189621447428,0.03099339092650724,0.13857724564255658,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.050000000000001,0.012447319267379327,0.5325165650106738,0.284412256312519,0.030978249656932504,0.13964560975249546,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.1000000000000005,0.012004184287649069,0.5321201032203543,0.28420050967450744,0.030962559723935402,0.14071264309355377,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.15,0.011576825288111315,0.5317145683272231,0.28398391717476684,0.030946341747259215,0.1417783474626395,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.2,0.011164680624235266,0.5313003123116091,0.2837626668027912,0.03092961561200411,0.1428427246493602,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.25,0.010767208653902335,0.5308776745822127,0.2835369398336817,0.030912400493996222,0.14390577643620703,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.300000000000001,0.010383887021983786,0.5304469824257972,0.2833069110683235,0.030894714885157184,0.14496750459873825,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.3500000000000005,0.010014211956908797,0.5300085514493458,0.2830727490695369,0.030876576618448528,0.14602791090576014,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.4,0.00965769763496559,0.5295626859796402,0.2828346163754896,0.030858002890414134,0.14708699711949053,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.45,0.009313875522341995,0.5291096794768355,0.28259266972058256,0.030839010284512112,0.14814476499572787,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.5,0.008982293761470835,0.5286498149201829,0.28234706024146133,0.03081961479287556,0.14920121628400948,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.550000000000001,0.00866251659182125,0.5281833651721026,0.2820979336714639,0.030799831836851865,0.15025635272776044,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.6000000000000005,0.008354123755252898,0.5277105933519596,0.28184543054025113,0.030779676288089385,0.15131017606444708,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.65,0.008056709960701748,0.5272317531725449,0.28158968635351833,0.030759162487520204,0.15236268802571487,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.7,0.0077698843488556105,0.5267470892765641,0.28133083177271045,0.03073830426434322,0.15341389033752656,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.75,0.007493269965801626,0.5262568375674856,0.2810689927917253,0.03071711495468912,0.15446378472029826,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.800000000000001,0.0072265032873559815,0.5257612255085317,0.2808042908966021,0.030695607418488074,0.15551237288902214,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.8500000000000005,0.0069692337267368435,0.5252604724321395,0.28053684323080175,0.03067379405692812,0.15655965655339382,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.9,0.006721123175388933,0.5247547898285844,0.2802667627493575,0.030651686828737937,0.15760563741793118,1.0,0.5,synthetic_hypothetical_ODE
surface_on,6.95,0.0064818455695828045,0.5242443816184015,0.2799941583643735,0.030629297265555647,0.15865031718208653,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.0,0.006251086445463035,0.5237294444320678,0.27971913509439983,0.030606636487707204,0.15969369754036206,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.050000000000001,0.006028542538492126,0.523210167861779,0.2794417941989047,0.030583715218410502,0.1607357801824136,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.1000000000000005,0.00581392138288671,0.5226867347132308,0.2791622333127482,0.030560543797979706,0.16177656679315458,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.15,0.005606940917767119,0.5221593212531799,0.2788805465784029,0.03053713219779157,0.16281605905285845,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.2,0.0054073291312306555,0.5216280974331687,0.2785968247654424,0.030513490032906907,0.16385425863725117,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.25,0.005214823691961181,0.5210932271210829,0.2783111553942147,0.03048962657513406,0.1648911672176071,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.300000000000001,0.005029171605644874,0.5205548683171166,0.27802362285118726,0.030465550765212703,0.1659267864608385,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.3500000000000005,0.0048501288906722785,0.5200131733576161,0.27773430849781766,0.030441271224313744,0.16696111802958014,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.4,0.004677460245197042,0.519468289124355,0.27744329078232594,0.030416796265845703,0.16799416358227612,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.45,0.004510938747414407,0.5189203572329295,0.2771506453403146,0.03039213390608313,0.16902592477325834,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.5,0.0043503455558338965,0.518369514221156,0.2768564450953901,0.03036729187479519,0.17005640325282473,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.550000000000001,0.004195469614575401,0.5178158917343129,0.2765607603580989,0.030342277625696114,0.1710856006673166,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.6000000000000005,0.004046107387042183,0.5172596166925439,0.27626365891533594,0.03031709834588942,0.1721135186591883,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.65,0.0039020625802677236,0.5167008114641247,0.2759652061228848,0.030291760965642782,0.17314015886707979,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.7,0.00376314588782418,0.516139594027061,0.2756654649917258,0.030266272167504736,0.17416552292588403,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.75,0.0036291747471620174,0.5155760781216171,0.27536449626950005,0.03024063839490964,0.17518961246681097,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.800000000000001,0.0034999730904822193,0.5150103734069084,0.27506235852414423,0.030214865861011936,0.17621242911745313,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.8500000000000005,0.00337537112046559,0.51444258560187,0.2747591082191805,0.030188960556639,0.1772339745018448,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.9,0.0032552050859977187,0.5138728166262283,0.2744547997890083,0.030162928258244126,0.17825425024052138,1.0,0.5,synthetic_hypothetical_ODE
surface_on,7.95,0.003139317061652791,0.5133011647391097,0.2741494857129335,0.030136774535726208,0.17927325795057764,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.0,0.0030275547484107847,0.5127277246643017,0.27384321658207017,0.030110504759496483,0.18029099924572065,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.05,0.002919771267396273,0.5121525877199022,0.2735360411685841,0.030084124107792737,0.18130747573632444,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.1,0.0028158249675061904,0.5115758419392371,0.2732280064902743,0.03005763757350096,0.1823226890294812,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.15,0.002715579243835901,0.5109975721849908,0.2729191578715291,0.030031049970594137,0.18333664072904984,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.200000000000001,0.002618902351265975,0.510417860266379,0.2726095390059069,0.030004365940742593,0.18434933243570534,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.25,0.002525667236648577,0.5098367850446298,0.27229919201247266,0.02997758995926481,0.18536076574698385,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.3,0.002435751370990632,0.5092544225384672,0.2719881574921358,0.029950726341078347,0.1863709422573278,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.35,0.002349036584449608,0.508670846027826,0.27167647458304334,0.029923779246551027,0.1873798635581298,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.4,0.0022654089172174314,0.508086126147581,0.2713641810106397,0.029896752686788708,0.1883875312377731,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.450000000000001,0.002184758465182772,0.5075003309845568,0.27105131313947917,0.02986965052910822,0.18939394688167288,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.5,0.0021069792359858903,0.5069135261680076,0.27073790602154935,0.029842476502141776,0.19039911207231525,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.55,0.0020319690131534885,0.5063257749550145,0.27042399344188267,0.02981523420065485,0.19140302838929418,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.6,0.0019596292166124884,0.5057371383181632,0.2701096079653826,0.029787927090492473,0.19240569740934899,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.65,0.001889864777121206,0.5051476750244698,0.2697947809789781,0.029760558513031995,0.1934071207063988,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.700000000000001,0.0018225840106981524,0.50455744171431,0.2694795427337791,0.02973313168963594,0.19440729985157654,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.75,0.0017576984951553666,0.5039664929790262,0.26916392238652526,0.029705649726030223,0.19540623641326277,1.0,0.5,synthetic_hypothetical_ODE
surface_on,8.8,0.0016951229585202945,0.5033748814310594,0.26884794803704304,0.02967811561626078,0.19640393195711636,1.0,0.5,synthetic_hypothetical_ODE
