wavelength_nm,baseline_absorbance,D_delta_absorbance,L_delta_absorbance,synthetic_D_delta
311,0.322717769196,0.00129087107678,-0.00129087107678,0.00119057542161
312,0.333327899572,0.00133331159829,-0.00133331159829,0.00123648386557
313,0.344134489879,0.00137653795952,-0.00137653795952,0.00123342766114
314,0.355127322717,0.00142050929087,-0.00142050929087,0.00132921588337
315,0.36629531639,0.00146518126556,-0.00146518126556,0.00159450782721
316,0.377626528342,0.00151050611337,-0.00151050611337,0.00145117491655
317,0.389108162289,0.00155643264916,-0.00155643264916,0.00158214341494
318,0.400726579172,0.00160290631669,-0.00160290631669,0.00148121692008
319,0.412467312009,0.00164986924804,-0.00164986924804,0.00166683430603
320,0.424315084714,0.00169726033886,-0.00169726033886,0.00152318219401
321,0.436253834929,0.00174501533971,-0.00174501533971,0.00167513974997
322,0.44826674089,0.00179306696356,-0.00179306696356,0.00201852085627
323,0.460336252345,0.00184134500938,-0.00184134500938,0.00178304804028
324,0.472444125475,0.0018897765019,-0.0018897765019,0.00200177414044
325,0.484571461799,0.0019382858472,-0.0019382858472,0.00198379125971
326,0.496698750978,0.00198679500391,-0.00198679500391,0.00197149642619
327,0.50880591743,0.00203522366972,-0.00203522366972,0.00197001298759
328,0.520872370631,0.00208348948252,-0.00208348948252,0.00221218042236
329,0.532877058964,0.00213150823586,-0.00213150823586,0.00211376988992
330,0.544798526944,0.00217919410777,-0.00217919410777,0.0023319365556
331,0.556614975619,0.00222645990248,-0.00222645990248,0.00215455199948
332,0.568304325952,0.00227321730381,-0.00227321730381,0.00227895120255
333,0.57984428491,0.00231937713964,-0.00231937713964,0.00236592705232
334,0.591212414042,0.00236484965617,-0.00236484965617,0.00240216567347
335,0.602386200218,0.00240954480087,-0.00240954480087,0.00228616464969
336,0.613343128275,0.0024533725131,-0.0024533725131,0.00238696623985
337,0.624060755208,0.00249624302083,-0.00249624302083,0.0024766449995
338,0.634516785611,0.00253806714244,-0.00253806714244,0.00245269721151
339,0.644689147988,0.00257875659195,-0.00257875659195,0.00264648910284
340,0.654556071598,0.00261822428639,-0.00261822428639,0.00267702620453
341,0.664096163448,0.00265638465379,-0.00265638465379,0.00246067620837
342,0.673288485065,0.00269315394026,-0.00269315394026,0.00251262853313
343,0.682112628664,0.00272845051466,-0.00272845051466,0.00260029418697
344,0.690548792323,0.00276219516929,-0.00276219516929,0.00277392112231
345,0.69857785378,0.00279431141512,-0.00279431141512,0.00299762866812
346,0.706181442471,0.00282472576988,-0.00282472576988,0.00278649012484
347,0.713342009429,0.00285336803772,-0.00285336803772,0.0028784330927
348,0.720042894674,0.0028801715787,-0.0028801715787,0.00277386040821
349,0.726268391726,0.0029050735669,-0.0029050735669,0.00280038994531
350,0.7320038089,0.0029280152356,-0.0029280152356,0.00273229245413
351,0.737235527043,0.00294894210817,-0.00294894210817,0.0029461076834
352,0.741951053403,0.00296780421361,-0.00296780421361,0.00306252588189
353,0.746139071315,0.00298455628526,-0.00298455628526,0.00294888485322
354,0.749789485452,0.00299915794181,-0.00299915794181,0.00313880325047
355,0.752893462365,0.00301157384946,-0.00301157384946,0.00303135933474
356,0.755443466101,0.0030217738644,-0.0030217738644,0.00301813261565
357,0.757433288683,0.00302973315473,-0.00302973315473,0.003081458544
358,0.758858075294,0.00303543230118,-0.00303543230118,0.00308417005816
359,0.759714344015,0.00303885737606,-0.00303885737606,0.00315363801312
360,0.76,0.00304,-0.00304,0.00295980457356
361,0.759714344015,0.00303885737606,-0.00303885737606,0.00281005246018
362,0.758858075294,0.00303543230118,-0.00303543230118,0.00304690697105
363,0.757433288683,0.00302973315473,-0.00302973315473,0.0029685656392
364,0.755443466101,0.0030217738644,-0.0030217738644,0.00301905614367
365,0.752893462365,0.00301157384946,-0.00301157384946,0.00317800385166
366,0.749789485452,0.00299915794181,-0.00299915794181,0.0028888737613
367,0.746139071315,0.00298455628526,-0.00298455628526,0.00306103601892
368,0.741951053403,0.00296780421361,-0.00296780421361,0.00306239096805
369,0.737235527043,0.00294894210817,-0.00294894210817,0.00299501573206
370,0.7320038089,0.0029280152356,-0.0029280152356,0.00303986605152
371,0.726268391726,0.0029050735669,-0.0029050735669,0.00285923733905
372,0.720042894674,0.0028801715787,-0.0028801715787,0.00281202060822
373,0.713342009429,0.00285336803772,-0.00285336803772,0.00295726631757
374,0.706181442471,0.00282472576988,-0.00282472576988,0.00289675577207
375,0.69857785378,0.00279431141512,-0.00279431141512,0.00293334922934
376,0.690548792323,0.00276219516929,-0.00276219516929,0.00278342412707
377,0.682112628664,0.00272845051466,-0.00272845051466,0.00289080682661
378,0.673288485065,0.00269315394026,-0.00269315394026,0.00266494591423
379,0.664096163448,0.00265638465379,-0.00265638465379,0.00255035173817
380,0.654556071598,0.00261822428639,-0.00261822428639,0.00241451536664
381,0.644689147988,0.00257875659195,-0.00257875659195,0.00246861646294
382,0.634516785611,0.00253806714244,-0.00253806714244,0.00261991749305
383,0.624060755208,0.00249624302083,-0.00249624302083,0.00234975015203
384,0.613343128275,0.0024533725131,-0.0024533725131,0.00240813608788
385,0.602386200218,0.00240954480087,-0.00240954480087,0.00262020319666
386,0.591212414042,0.00236484965617,-0.00236484965617,0.00244952925041
387,0.57984428491,0.00231937713964,-0.00231937713964,0.00249847559536
388,0.568304325952,0.00227321730381,-0.00227321730381,0.00217406108506
389,0.556614975619,0.00222645990248,-0.00222645990248,0.00198046240531
390,0.544798526944,0.00217919410777,-0.00217919410777,0.00233083220148
391,0.532877058964,0.00213150823586,-0.00213150823586,0.00198981398211
392,0.520872370631,0.00208348948252,-0.00208348948252,0.00209258183645
393,0.50880591743,0.00203522366972,-0.00203522366972,0.00205693299288
394,0.496698750978,0.00198679500391,-0.00198679500391,0.00189190536267
395,0.484571461799,0.0019382858472,-0.0019382858472,0.00209354915372
396,0.472444125475,0.0018897765019,-0.0018897765019,0.00204471025483
397,0.460336252345,0.00184134500938,-0.00184134500938,0.0018964894268
398,0.44826674089,0.00179306696356,-0.00179306696356,0.00179011789758
399,0.436253834929,0.00174501533971,-0.00174501533971,0.00176415902301
400,0.424315084714,0.00169726033886,-0.00169726033886,0.00158766953765
401,0.412467312009,0.00164986924804,-0.00164986924804,0.00162596287227
402,0.400726579172,0.00160290631669,-0.00160290631669,0.00159241300203
403,0.389108162289,0.00155643264916,-0.00155643264916,0.00147120936405
404,0.377626528342,0.00151050611337,-0.00151050611337,0.00159542760014
405,0.36629531639,0.00146518126556,-0.00146518126556,0.0013225331261
406,0.355127322717,0.00142050929087,-0.00142050929087,0.00137516739324
407,0.344134489879,0.00137653795952,-0.00137653795952,0.00115125017806
408,0.333327899572,0.00133331159829,-0.00133331159829,0.00138299344871
409,0.322717769196,0.00129087107678,-0.00129087107678,0.0013651316242
410,0.312313452018,0.00124925380807,-0.00124925380807,0.00131138304439
411,0.302123440782,0.00120849376313,-0.00120849376313,0.0015003024239
412,0.292155374611,0.00116862149844,-0.00116862149844,0.00126260060382
413,0.282416049057,0.00112966419623,-0.00112966419623,0.00103546512733
414,0.272911429101,0.0010916457164,-0.0010916457164,0.0013579997371
415,0.263646664932,0.00105458665973,-0.00105458665973,0.000962554862392
416,0.254626110317,0.00101850444127,-0.00101850444127,0.00109737829817
417,0.245853343345,0.000983413373381,-0.000983413373381,0.00105772613586
418,0.237331189365,0.00094932475746,-0.00094932475746,0.000861352455584
419,0.229061745894,0.000916246983575,-0.000916246983575,0.00105578184647
420,0.221046409296,0.000884185637183,-0.000884185637183,0.000919645009057
421,0.213285903021,0.000853143612084,-0.000853143612084,0.000910239071149
422,0.205780307196,0.000823121228782,-0.000823121228782,0.000755547929156
423,0.198529089359,0.000794116357434,-0.000794116357434,0.000924379694676
424,0.191531136144,0.000766124544575,-0.000766124544575,0.000680030748307
425,0.18478478571,0.000739139142838,-0.000739139142838,0.000561223209465
426,0.178287860722,0.00071315144289,-0.00071315144289,0.000855664140872
427,0.172037701713,0.00068815080685,-0.00068815080685,0.000645477928156
428,0.166031200619,0.000664124802478,-0.000664124802478,0.000668461811186
429,0.160264834362,0.000641059337446,-0.000641059337446,0.000833335032812
430,0.154734698266,0.000618938793063,-0.000618938793063,0.000732587927881
431,0.149436539207,0.000597746156826,-0.000597746156826,0.000661017068419
432,0.144365788314,0.000577463153257,-0.000577463153257,0.000684454536148
433,0.139517593115,0.000558070372462,-0.000558070372462,0.000485319503413
434,0.134886848992,0.000539547395968,-0.000539547395968,0.000614856254892
435,0.130468229841,0.000521872919364,-0.000521872919364,0.000632866630835
436,0.126256217839,0.000505024871356,-0.000505024871356,0.000580567096924
437,0.122245132222,0.000488980528886,-0.000488980528886,0.000468567065998
438,0.118429156999,0.000473716627995,-0.000473716627995,9.8975242182e-05
439,0.114802367538,0.000459209470152,-0.000459209470152,0.000514939721275
440,0.111358755958,0.000445435023831,-0.000445435023831,0.000456922668263
441,0.108092255285,0.000432369021142,-0.000432369021142,0.000395413660028
442,0.104996762337,0.00041998704935,-0.00041998704935,0.000497796911913
443,0.1020661593,0.0004082646372,-0.0004082646372,0.000434834935194
444,0.0992943339839,0.000397177335936,-0.000397177335936,0.000417572910085
445,0.0966751987489,0.000386700794996,-0.000386700794996,0.0002383416975
446,0.0942027080896,0.000376810832358,-0.000376810832358,0.000230878576977
447,0.0918708748917,0.000367483499567,-0.000367483499567,0.000404537102298
448,0.0896737853683,0.000358695141473,-0.000358695141473,0.00036630085275
449,0.0876056126947,0.000350422450779,-0.000350422450779,0.000364296540047
450,0.0856606293674,0.000342642517469,-0.000342642517469,0.00035926881018
451,0.0838332183142,0.000335332873257,-0.000335332873257,0.000376478514996
452,0.0821178827935,0.000328471531174,-0.000328471531174,0.000332078097549
453,0.0805092551175,0.00032203702047,-0.00032203702047,0.000337814106436
454,0.0790021042455,0.000316008416982,-0.000316008416982,0.000341619852468
455,0.0775913422897,0.000310365369159,-0.000310365369159,0.000403306323545
456,0.0762720299841,0.000305088119936,-0.000305088119936,0.000253619238382
457,0.0750393811657,0.000300157524663,-0.000300157524663,0.000378797146755
458,0.0738887663211,0.000295555065284,-0.000295555065284,0.000359193401687
459,0.0728157152503,0.000291262861001,-0.000291262861001,0.000301803061633
460,0.0718159189042,0.000287263675617,-0.000287263675617,0.000239752497622
461,0.0708852304484,0.000283540921794,-0.000283540921794,0.000320454914477
462,0.0700196656095,0.000280078662438,-0.000280078662438,0.000366475964034
463,0.0692154023568,0.000276861609427,-0.000276861609427,0.000169363854275
464,0.0684687799745,0.000273875119898,-0.000273875119898,0.000280089682945
465,0.0677762975768,0.000271105190307,-0.000271105190307,0.000277579599797
466,0.0671346121172,0.000268538448469,-0.000268538448469,0.000202418283057
467,0.0665405359428,0.000266162143771,-0.000266162143771,0.000204233358395
468,0.0659910339416,0.000263964135766,-0.000263964135766,0.000108849432373
469,0.0654832203307,0.000261932881323,-0.000261932881323,0.000151620138814
470,0.0650143551296,0.000260057420519,-0.000260057420519,0.000106309761543
471,0.0645818403621,0.000258327361448,-0.000258327361448,0.000196670142503
472,0.0641832160265,0.000256732864106,-0.000256732864106,0.000200734233598
473,0.0638161558744,0.000255264623498,-0.000255264623498,0.000201136100363
474,0.0634784630333,0.000253913852133,-0.000253913852133,0.000291098154903
475,0.0631680655067,0.000252672262027,-0.000252672262027,0.000233915595567
476,0.0628830115852,0.000251532046341,-0.000251532046341,0.000178640772699
477,0.0626214651952,0.000250485860781,-0.000250485860781,0.000178297555571
478,0.0623817012159,0.000249526804863,-0.000249526804863,0.000136375780713
479,0.0621621007858,0.000248648403143,-0.000248648403143,0.000229031593337
480,0.0619611466244,0.000247844586498,-0.000247844586498,0.000226439118715
481,0.061777418388,0.000247109673552,-0.000247109673552,0.000409405486327
482,0.0616095880782,0.000246438352313,-0.000246438352313,0.000399853515877
483,0.0614564155208,0.000245825662083,-0.000245825662083,0.000393615861947
484,0.0613167439276,0.00024526697571,-0.00024526697571,0.000453191215842
485,0.0611894955559,0.000244757982224,-0.000244757982224,0.000123051164011
486,0.0610736674755,0.000244294669902,-0.000244294669902,0.000311593093561
487,0.0609683274529,0.000243873309812,-0.000243873309812,0.000319978616862
488,0.0608726099604,0.000243490439842,-0.000243490439842,0.000291112031104
489,0.0607857123166,0.000243142849267,-0.000243142849267,0.000455809965614
490,0.0607068909639,0.000242827563856,-0.000242827563856,0.000496615088142
491,0.0606354578852,0.000242541831541,-0.000242541831541,0.000340478494357
492,0.0605707771649,0.00024228310866,-0.00024228310866,0.00030759772869
493,0.0605122616932,0.000242049046773,-0.000242049046773,0.000129809237582
494,0.0604593700168,0.000241837480067,-0.000241837480067,0.00012980160379
495,0.0604116033339,0.000241646413336,-0.000241646413336,0.000311668717833
496,0.0603685026338,0.000241474010535,-0.000241474010535,0.000233910741663
497,0.0603296459789,0.000241318583916,-0.000241318583916,0.0001082625162
498,0.0602946459275,0.00024117858371,-0.00024117858371,0.000228776161548
499,0.0602631470931,0.000241052588372,-0.000241052588372,0.000277053369786
500,0.0602348238395,0.000240939295358,-0.000240939295358,0.000334531986703
501,0.0602093781059,0.000240837512423,-0.000240837512423,0.000230069571181
502,0.0601865373584,0.000240746149434,-0.000240746149434,0.000213824425912
503,0.0601660526658,0.000240664210663,-0.000240664210663,0.000241284992474
504,0.0601476968917,0.000240590787567,-0.000240590787567,0.000257889127306
505,0.0601312630022,0.000240525052009,-0.000240525052009,0.000124211730036
506,0.0601165624815,0.000240466249926,-0.000240466249926,0.000323797091221
507,0.0601034238522,0.000240413695409,-0.000240413695409,0.000459446322648
508,0.0600916912955,0.000240366765182,-0.000240366765182,0.000321786805126
509,0.0600812233657,0.000240324893463,-0.000240324893463,9.55051297273e-05
510,0.0600718917952,0.000240287567181,-0.000240287567181,0.000249738418727
511,0.0600635803844,0.000240254321538,-0.000240254321538,6.36915051891e-05
512,0.0600561839727,0.000240224735891,-0.000240224735891,5.7303549357e-05
513,0.0600496074853,0.000240198429941,-0.000240198429941,0.000306123560484
514,0.0600437650526,0.000240175060211,-0.000240175060211,0.000247939968561
515,0.0600385791959,0.000240154316784,-0.000240154316784,0.000171443297559
516,0.0600339800772,0.000240135920309,-0.000240135920309,3.13912122219e-05
517,0.0600299048085,0.000240119619234,-0.000240119619234,0.000113226415664
518,0.0600262968158,0.000240105187263,-0.000240105187263,0.000256324796815
519,0.0600231052555,0.000240092421022,-0.000240092421022,0.000243281794119
520,0.0600202844792,0.000240081137917,-0.000240081137917,0.000309051147077
521,0.0600177935426,0.00024007117417,-0.00024007117417,0.000392410666124
522,0.0600155957568,0.000240062383027,-0.000240062383027,0.000206136730798
523,0.0600136582785,0.000240054633114,-0.000240054633114,0.000286951348718
524,0.0600119517347,0.000240047806939,-0.000240047806939,0.000226267962195
525,0.0600104498823,0.000240041799529,-0.000240041799529,0.000190387836004
526,0.0600091292968,0.000240036517187,-0.000240036517187,0.000215557442619
527,0.06000796909,0.00024003187636,-0.00024003187636,0.000336107197452
528,0.060006950653,0.000240027802612,-0.000240027802612,0.00013718590562
529,0.0600060574238,0.000240024229695,-0.000240024229695,0.000354128053694
530,0.060005274676,0.000240021098704,-0.000240021098704,0.000387749818814
531,0.0600045893278,0.000240018357311,-0.000240018357311,0.000243591644548
532,0.06000398977,0.00024001595908,-0.00024001595908,0.000265507783945
533,0.0600034657091,0.000240013862836,-0.000240013862836,9.88339321378e-05
534,0.0600030080276,0.000240012032111,-0.000240012032111,0.000476065487156
535,0.0600026086572,0.000240010434629,-0.000240010434629,0.000337899004536
536,0.0600022604645,0.000240009041858,-0.000240009041858,0.000257236628197
537,0.0600019571487,0.000240007828595,-0.000240007828595,0.000245751588933
538,0.06000169315,0.0002400067726,-0.0002400067726,0.000285103959456
539,0.0600014635667,0.000240005854267,-0.000240005854267,0.000174882260754
540,0.0600012640816,0.000240005056326,-0.000240005056326,0.000268331232755
541,0.0600010908955,0.000240004363582,-0.000240004363582,0.000147646670124
542,0.0600009406686,0.000240003762674,-0.000240003762674,0.000289735721954
543,0.0600008104675,0.00024000324187,-0.00024000324187,0.000172181914844
544,0.0600006977183,0.000240002790873,-0.000240002790873,0.000329554623745
545,0.0600006001641,0.000240002400656,-0.000240002400656,0.000227965485452
546,0.0600005158286,0.000240002063314,-0.000240002063314,0.000266876671433
547,0.0600004429822,0.000240001771929,-0.000240001771929,0.000536090582947
548,0.0600003801129,0.000240001520452,-0.000240001520452,0.000320424834176
549,0.0600003259001,0.0002400013036,-0.0002400013036,0.000266781345348
550,0.0600002791912,0.000240001116765,-0.000240001116765,0.000244439972912
