round,well,condition_id,ligand_id,metal,base,solvent,source_catalyst_plate,source_base_plate,source_solvent_plate,substrate_uL,catalyst_ligand_premix_uL,base_uL,makeup_solvent_uL,total_uL,substrate_stock_mM,catalyst_metal_equivalent_mM,ligand_stock_mM,base_stock_mM,simulated_substrate_nmol,source_premix_load_uL,source_base_load_uL,source_solvent_load_uL,predicted_yield_pct,predicted_ee_abs_pct,chemistry_approved,provenance
2,D3,6412,L34,[Rh(COD)Cl]2,pyridine,ethanol,D3,D3,D3,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.39069390469872,95.02738450756291,False,simulation_plan
2,E3,5248,L28,[Rh(COD)Cl]2,DBU,ethanol,E3,E3,E3,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,95.85929607820259,98.20115812316055,False,simulation_plan
2,F3,5452,L29,[Rh(COD)Cl]2,pyridine,ethanol,F3,F3,F3,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.05181858537243,94.67768744048996,False,simulation_plan
2,G3,6219,L33,[Rh(COD)Cl]2,triethylamine,DMF,G3,G3,G3,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.80675533140509,96.37304950937339,False,simulation_plan
2,H3,8200,L43,[Ru(p-cymene)Cl2]2,triethylamine,ethanol,H3,H3,H3,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,91.31740040765146,91.23576408810915,False,simulation_plan
2,A4,5521,L29,[Ru(p-cymene)Cl2]2,DABCO,acetonitrile,A4,A4,A4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.05462996950219,95.74172010354953,False,simulation_plan
2,B4,5457,L29,[Rh(COD)Cl]2,DABCO,acetonitrile,B4,B4,B4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.8045100116697,97.27262330604312,False,simulation_plan
2,C4,5489,L29,[Ir(COD)Cl]2,DABCO,acetonitrile,C4,C4,C4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,91.31506422348419,94.13242153133173,False,simulation_plan
2,D4,6289,L33,[Ru(p-cymene)Cl2]2,DABCO,acetonitrile,D4,D4,D4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,91.92863141662775,94.70423742382262,False,simulation_plan
2,E4,5264,L28,[Rh(COD)Cl]2,DABCO,ethanol,E4,E4,E4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.38813051630176,96.90509105106723,False,simulation_plan
2,F4,6476,L34,[Ru(p-cymene)Cl2]2,pyridine,ethanol,F4,F4,F4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,89.83526312588614,92.67415367807844,False,simulation_plan
2,G4,6440,L34,[Ir(COD)Cl]2,triethylamine,ethanol,G4,G4,G4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.04744595827947,95.71109142389558,False,simulation_plan
2,H4,6048,L32,[Ir(COD)Cl]2,DBU,ethanol,H4,H4,H4,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,91.92903296860773,94.73705746837898,False,simulation_plan
2,A5,5488,L29,[Ir(COD)Cl]2,DABCO,ethanol,A5,A5,A5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.06183863318985,94.76343317895625,False,simulation_plan
2,B5,5638,L30,[Rh(COD)Cl]2,DIPEA,toluene,B5,B5,B5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.28592222090498,94.52748230005805,False,simulation_plan
2,C5,5705,L30,[Ru(p-cymene)Cl2]2,triethylamine,acetonitrile,C5,C5,C5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.31943936715373,96.86005377645462,False,simulation_plan
2,D5,6214,L33,[Rh(COD)Cl]2,DIPEA,toluene,D5,D5,D5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.41152710954294,93.80259195738566,False,simulation_plan
2,E5,6284,L33,[Ru(p-cymene)Cl2]2,pyridine,ethanol,E5,E5,E5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,90.060861881996,92.89398457294445,False,simulation_plan
2,F5,6280,L33,[Ru(p-cymene)Cl2]2,triethylamine,ethanol,F5,F5,F5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.5613939790102,97.08241369515804,False,simulation_plan
2,G5,5681,L30,[Ir(COD)Cl]2,DABCO,acetonitrile,G5,G5,G5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,91.26741232538976,94.09614256498931,False,simulation_plan
2,H5,6784,L36,[Rh(COD)Cl]2,DBU,ethanol,H5,H5,H5,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.93613040179797,97.32967708724674,False,simulation_plan
2,A6,5068,L27,[Rh(COD)Cl]2,pyridine,ethanol,A6,A6,A6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,91.46280676740012,94.17998062187912,False,simulation_plan
2,B6,5649,L30,[Rh(COD)Cl]2,DABCO,acetonitrile,B6,B6,B6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.66606542303465,97.15093076037516,False,simulation_plan
2,C6,6402,L34,[Rh(COD)Cl]2,DBU,toluene,C6,C6,C6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.134668075722,95.570429277818,False,simulation_plan
2,D6,5447,L29,[Rh(COD)Cl]2,DIPEA,DMF,D6,D6,D6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,92.6325439098033,95.33681658844947,False,simulation_plan
2,E6,6472,L34,[Ru(p-cymene)Cl2]2,triethylamine,ethanol,E6,E6,E6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,94.4921478367896,96.99404288194444,False,simulation_plan
2,F6,6027,L32,[Rh(COD)Cl]2,triethylamine,DMF,F6,F6,F6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,93.29027106409445,95.94364184955029,False,simulation_plan
2,G6,7666,L40,Pd(OAc)2,DABCO,toluene,G6,G6,G6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,72.37098967442498,70.57435660058013,False,simulation_plan
2,H6,3443,L18,Pd(OAc)2,DABCO,DMF,H6,H6,H6,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,73.7493919393664,74.60402929138198,False,simulation_plan
2,A7,7986,L42,[Ir(COD)Cl]2,DABCO,toluene,A7,A7,A7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,77.28149856643768,75.02276432471034,False,simulation_plan
2,B7,2643,L14,[Ru(p-cymene)Cl2]2,DABCO,DMF,B7,B7,B7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,76.59514432155851,77.01512118494745,False,simulation_plan
2,C7,4591,L24,Pd(OAc)2,pyridine,DMF,C7,C7,C7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,64.02923145196691,65.36742326019862,False,simulation_plan
2,D7,4327,L23,[Ir(COD)Cl]2,DIPEA,DMF,D7,D7,D7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,75.32794467708155,75.89566786936314,False,simulation_plan
2,E7,2470,L13,Pd(OAc)2,DIPEA,toluene,E7,E7,E7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,70.24489504280305,68.56845175824584,False,simulation_plan
2,F7,2096,L11,Pd(OAc)2,DABCO,ethanol,F7,F7,F7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,75.30621116778637,75.44606857818019,False,simulation_plan
2,G7,1676,L09,[Ru(p-cymene)Cl2]2,pyridine,ethanol,G7,G7,G7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,78.652504343534,78.95451900103143,False,simulation_plan
2,H7,7430,L39,[Ru(p-cymene)Cl2]2,DIPEA,toluene,H7,H7,H7,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,81.8614688325745,79.36175520297715,False,simulation_plan
2,A8,2919,L16,Cu(OAc)2,DIPEA,DMF,A8,A8,A8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,73.34048653879807,73.59811829430396,False,simulation_plan
2,B8,4306,L23,[Rh(COD)Cl]2,DABCO,toluene,B8,B8,B8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,79.75255072336701,78.08769097418545,False,simulation_plan
2,C8,7665,L40,Pd(OAc)2,DABCO,acetonitrile,C8,C8,C8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,74.23660700575101,74.65052361857843,False,simulation_plan
2,D8,1702,L09,Pd(OAc)2,DIPEA,toluene,D8,D8,D8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,73.61479378794344,72.09673017261991,False,simulation_plan
2,E8,2985,L16,[Ir(COD)Cl]2,triethylamine,acetonitrile,E8,E8,E8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,82.18240978438256,81.80174538911092,False,simulation_plan
2,F8,7472,L39,Pd(OAc)2,DABCO,ethanol,F8,F8,F8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,77.9548584927368,78.42447837206805,False,simulation_plan
2,G8,3983,L21,[Ru(p-cymene)Cl2]2,pyridine,DMF,G8,G8,G8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,76.00765638779464,76.59685319039754,False,simulation_plan
2,H8,4581,L24,Pd(OAc)2,DIPEA,acetonitrile,H8,H8,H8,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,73.28540206090572,74.16168942498413,False,simulation_plan
2,A9,742,L04,Pd(OAc)2,DIPEA,toluene,A9,A9,A9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,72.38870860049605,70.66470821165397,False,simulation_plan
2,B9,9042,L48,CuI,DABCO,toluene,B9,B9,B9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,78.13843205460392,75.71855498264699,False,simulation_plan
2,C9,4585,L24,Pd(OAc)2,triethylamine,acetonitrile,C9,C9,C9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,75.5440964235544,76.00554083133765,False,simulation_plan
2,D9,7760,L41,[Rh(COD)Cl]2,DABCO,ethanol,D9,D9,D9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,87.14759264450977,87.33095950378136,False,simulation_plan
2,E9,8550,L45,[Ir(COD)Cl]2,DIPEA,toluene,E9,E9,E9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,82.84054785680506,80.73487621524342,False,simulation_plan
2,F9,7535,L40,Cu(OAc)2,pyridine,DMF,F9,F9,F9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,68.920938451552,69.19357908870661,False,simulation_plan
2,G9,2603,L14,[Ir(COD)Cl]2,triethylamine,DMF,G9,G9,G9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,78.18756667524424,78.09079371835497,False,simulation_plan
2,H9,8466,L45,CuI,DABCO,toluene,H9,H9,H9,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,79.98176552197525,77.86951702860375,False,simulation_plan
2,A10,3019,L16,[Ru(p-cymene)Cl2]2,triethylamine,DMF,A10,A10,A10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,83.64737450420309,83.07944523208852,False,simulation_plan
2,B10,9196,L48,Pd(OAc)2,pyridine,ethanol,B10,B10,B10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,75.91382575328485,76.76343010500275,False,simulation_plan
2,C10,7661,L40,Pd(OAc)2,pyridine,acetonitrile,C10,C10,C10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,69.68619047163452,70.44094727919105,False,simulation_plan
2,D10,3976,L21,[Ru(p-cymene)Cl2]2,triethylamine,ethanol,D10,D10,D10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,88.4924523065024,87.7111625975395,False,simulation_plan
2,E10,2053,L11,[Ru(p-cymene)Cl2]2,DIPEA,acetonitrile,E10,E10,E10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,82.20063891688334,81.93864791736323,False,simulation_plan
2,F10,8270,L44,CuI,pyridine,toluene,F10,F10,F10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,76.0081852003276,74.32382985294245,False,simulation_plan
2,G10,8002,L42,[Ru(p-cymene)Cl2]2,DBU,toluene,G10,G10,G10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,83.31904487187332,81.28000894363909,False,simulation_plan
2,H10,3557,L19,[Ir(COD)Cl]2,DIPEA,acetonitrile,H10,H10,H10,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,81.69060605522212,82.47406629998984,False,simulation_plan
2,A11,7238,L38,[Ru(p-cymene)Cl2]2,DIPEA,toluene,A11,A11,A11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,82.45930883890753,80.12753936832259,False,simulation_plan
2,B11,1358,L08,CuI,pyridine,toluene,B11,B11,B11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,68.60846387082927,66.70438664181657,False,simulation_plan
2,C11,4197,L22,Pd(OAc)2,DIPEA,acetonitrile,C11,C11,C11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,76.62810954404442,77.55893489488308,False,simulation_plan
2,D11,2058,L11,[Ru(p-cymene)Cl2]2,triethylamine,toluene,D11,D11,D11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,80.50004206031313,77.18808768042264,False,simulation_plan
2,E11,7884,L42,CuI,pyridine,ethanol,E11,E11,E11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,77.46786652566144,77.58391080695488,False,simulation_plan
2,F11,3155,L17,[Rh(COD)Cl]2,DABCO,DMF,F11,F11,F11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,84.617995982543,85.0800158587656,False,simulation_plan
2,G11,3663,L20,CuI,pyridine,DMF,G11,G11,G11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,71.16827864738897,72.27404939914229,False,simulation_plan
2,H11,1319,L07,Pd(OAc)2,DIPEA,DMF,H11,H11,H11,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,70.54820595289137,71.71239190707266,False,simulation_plan
2,A12,7084,L37,Pd(OAc)2,pyridine,ethanol,A12,A12,A12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,75.42630798062379,76.43286665746115,False,simulation_plan
2,B12,7314,L39,CuI,DABCO,toluene,B12,B12,B12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,76.63447284852496,74.05338668419934,False,simulation_plan
2,C12,1485,L08,[Ru(p-cymene)Cl2]2,pyridine,acetonitrile,C12,C12,C12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,75.6807796452288,76.48815069101362,False,simulation_plan
2,D12,2124,L12,CuI,pyridine,ethanol,D12,D12,D12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,72.9328266261694,73.01145179494341,False,simulation_plan
2,E12,2280,L12,Pd(OAc)2,triethylamine,ethanol,E12,E12,E12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,79.56469250858314,79.50817082363493,False,simulation_plan
2,F12,2706,L15,CuI,DABCO,toluene,F12,F12,F12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,77.00649846567704,74.02908634344529,False,simulation_plan
2,G12,3241,L17,Pd(OAc)2,triethylamine,acetonitrile,G12,G12,G12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,80.40987506153692,80.89963020379936,False,simulation_plan
2,H12,7748,L41,[Rh(COD)Cl]2,DIPEA,ethanol,H12,H12,H12,16.0,10.0,10.0,44.0,80.0,6.25,0.5,1.0,20.0,100.0,50.0,50.0,100.0,88.84842916744917,88.82281095522329,False,simulation_plan
